epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,96.0494,0.60614,1.35487,1.35529,0.8557,1,0.995,0.8955,0.488,1.18948,0.82974,0.000396071,0.000396071,0.000396071
67,97.5555,0.56892,1.21468,1.29849,0.79811,0.92069,0.995,0.92867,0.46656,1.23775,0.78455,0.000385073,0.000385073,0.000385073
68,98.9843,0.60045,1.23041,1.36852,0.7328,0.9796,0.995,0.92867,0.44249,1.2957,0.74656,0.000374074,0.000374074,0.000374074
69,100.452,0.61576,1.25989,1.40193,0.69728,1,0.995,0.91027,0.44449,1.29619,0.75017,0.000363075,0.000363075,0.000363075
70,101.866,0.53987,1.20324,1.31783,0.69728,1,0.995,0.91027,0.44449,1.29619,0.75017,0.000352076,0.000352076,0.000352076
71,103.301,0.54043,1.20773,1.30876,0.72305,0.97006,0.995,0.92867,0.45999,1.22374,0.78255,0.000341077,0.000341077,0.000341077
72,104.747,0.55428,1.25479,1.34972,0.77118,0.95188,0.995,0.90376,0.50545,1.21248,0.83599,0.000330078,0.000330078,0.000330078
73,106.191,0.62619,1.27987,1.37363,0.78838,0.93905,0.995,0.90376,0.54049,1.21434,0.87573,0.000319079,0.000319079,0.000319079
74,107.626,0.56485,1.23452,1.32632,0.85562,0.94298,0.995,0.90376,0.53391,1.21471,0.87162,0.00030808,0.00030808,0.00030808
75,109.042,0.57307,1.22132,1.35701,0.876,0.94149,0.995,0.90376,0.50675,1.21872,0.84774,0.000297081,0.000297081,0.000297081
76,110.459,0.60541,1.23121,1.36821,0.88012,0.93333,0.98389,0.89485,0.46857,1.27824,0.79896,0.000286083,0.000286083,0.000286083
77,111.903,0.59701,1.17541,1.35628,0.87582,0.93333,0.98389,0.89816,0.45799,1.24185,0.76961,0.000275084,0.000275084,0.000275084
78,113.309,0.59998,1.19477,1.35053,0.87582,0.93333,0.98389,0.89816,0.45799,1.24185,0.76961,0.000264085,0.000264085,0.000264085
79,114.831,0.5173,1.1622,1.29315,0.87846,0.94312,0.995,0.95046,0.45852,1.21486,0.75985,0.000253086,0.000253086,0.000253086
80,116.259,0.58585,1.22034,1.34134,0.88472,0.94437,0.995,0.94221,0.45574,1.20111,0.75465,0.000242087,0.000242087,0.000242087
81,117.681,0.52638,1.20828,1.29109,0.88488,0.95984,0.995,0.96712,0.44723,1.18375,0.74276,0.000231088,0.000231088,0.000231088
82,119.141,0.47876,1.16793,1.2678,0.88423,0.98525,0.995,0.96777,0.42897,1.14886,0.71811,0.000220089,0.000220089,0.000220089
83,120.602,0.51185,1.21007,1.27163,0.90035,0.98995,0.995,0.97102,0.40854,1.1375,0.69726,0.00020909,0.00020909,0.00020909
84,122.065,0.56569,1.11771,1.31531,0.90626,0.99825,0.995,0.97102,0.40924,1.13379,0.70383,0.000198091,0.000198091,0.000198091
85,123.509,0.54831,1.16529,1.32533,0.9056,0.98955,0.995,0.94649,0.41558,1.14489,0.72183,0.000187092,0.000187092,0.000187092
86,124.935,0.58125,1.20718,1.32808,0.9056,0.98955,0.995,0.94649,0.41558,1.14489,0.72183,0.000176094,0.000176094,0.000176094
87,126.372,0.49458,1.2052,1.26963,0.90066,0.98759,0.995,0.91201,0.44386,1.12244,0.75301,0.000165095,0.000165095,0.000165095
88,127.797,0.47292,1.16062,1.25393,0.8987,0.98796,0.995,0.8955,0.45209,1.11055,0.77076,0.000154096,0.000154096,0.000154096
89,129.322,0.60389,1.29269,1.35434,0.90077,0.98768,0.995,0.8955,0.45765,1.07409,0.78301,0.000143097,0.000143097,0.000143097
90,130.772,0.54204,1.11387,1.29854,0.90419,0.98788,0.995,0.91201,0.45722,1.05097,0.78193,0.000132098,0.000132098,0.000132098
91,132.441,0.26047,1.39057,1.22013,0.91935,0.98774,0.995,0.8955,0.45878,1.07683,0.78626,0.000121099,0.000121099,0.000121099
92,133.893,0.27178,1.36373,1.2578,0.9266,0.98812,0.995,0.8955,0.46043,1.10498,0.78584,0.0001101,0.0001101,0.0001101
93,135.315,0.19399,1.39339,1.16229,0.93181,0.98895,0.995,0.90376,0.45249,1.13724,0.77473,9.91012e-05,9.91012e-05,9.91012e-05
94,136.732,0.20048,1.42903,1.16084,0.93181,0.98895,0.995,0.90376,0.45249,1.13724,0.77473,8.81023e-05,8.81023e-05,8.81023e-05
95,138.155,0.19995,1.29741,1.14566,0.93952,0.99166,0.995,0.90702,0.44884,1.16395,0.7644,7.71034e-05,7.71034e-05,7.71034e-05
96,139.579,0.20741,1.2507,1.11433,0.94207,0.99158,0.995,0.94058,0.44693,1.16755,0.75242,6.61045e-05,6.61045e-05,6.61045e-05
97,140.991,0.15992,1.27811,1.11805,0.94416,0.98987,0.995,0.94988,0.44216,1.13344,0.74292,5.51056e-05,5.51056e-05,5.51056e-05
98,142.381,0.13738,1.12617,1.10815,0.94449,0.98889,0.995,0.95118,0.43837,1.11975,0.73737,4.41067e-05,4.41067e-05,4.41067e-05
99,143.869,0.18639,1.08785,1.1076,0.94326,0.9878,0.995,0.93452,0.43721,1.10324,0.7344,3.31078e-05,3.31078e-05,3.31078e-05
100,145.307,0.16191,1.13031,1.11157,0.94145,0.98767,0.995,0.93452,0.43613,1.08103,0.7295,2.21089e-05,2.21089e-05,2.21089e-05
